Pattern,Repository Name,Description,Stars,Forks,created_year,updated_year,Contributors,URL
Abstract Factory,DesignPatterns.AbstractFactory,,0,0,2018,2018,1,https://github.com/TSzymanskiPWR/DesignPatterns.AbstractFactory
Abstract Factory,AbstractFactory,Ejemplo  del libro Head First Design Patterns en c# Consola,0,0,2021,2021,1,https://github.com/joel18012/AbstractFactory
Abstract Factory,AbstractFactory_DesignPatterns,,0,0,2023,2023,1,https://github.com/Patba/AbstractFactory_DesignPatterns
Abstract Factory,SETema5,Software design pattern - Abstract Factory,0,0,2014,2014,1,https://github.com/comihai/SETema5
Abstract Factory,DPAbstractFactory,GoF Design pattern Abstract Factory,0,0,2022,2023,0,https://github.com/gregory82gr/DPAbstractFactory
Abstract Factory,CreationPatterns,Design patterns project - Abstract Factory,0,0,2015,2015,1,https://github.com/srilalitha20/CreationPatterns
Abstract Factory,poaAbstractFactory,TD Design Pattern Abstract Factory,0,0,2016,2016,1,https://github.com/Jmedjid/poaAbstractFactory
Abstract Factory,AbstractFactory_DesignPatterns,,0,0,2024,2024,1,https://github.com/Djtv1304/AbstractFactory_DesignPatterns
Abstract Factory,AbstractFactoryDesignPatternDemo,Demo for abstract factory design pattern in java,0,0,2021,2021,1,https://github.com/rajan4study/AbstractFactoryDesignPatternDemo
Abstract Factory,AbstractFactory,https://refactoring.guru/ru/design-patterns/abstract-factory/java/example,0,0,2020,2020,0,https://github.com/rtvbaa/AbstractFactory
Abstract Factory,DesignPatterns.AbstractFactory,,0,0,2021,2021,0,https://github.com/Vali-Mandeal/DesignPatterns.AbstractFactory
Abstract Factory,designPatterns_abstractFactory,Fábrica de carros e concessionárias utilizando o Padrão de projeto Abstract Factory.,0,0,2023,2023,1,https://github.com/michaelferreir12345678/designPatterns_abstractFactory
Abstract Factory,DesignPatterns_AbstractFactory,,0,0,2024,2024,1,https://github.com/pauloSoriano/DesignPatterns_AbstractFactory
Abstract Factory,dp-abstract-factory,Abstarct Factory Design Pattern Sample,0,0,2023,2023,1,https://github.com/rodolfofajardo/dp-abstract-factory
Abstract Factory,TD4_AbstractFactory,TD Design Pattern Abstract Factory du cours de POA,0,0,2016,2016,0,https://github.com/bhajar/TD4_AbstractFactory
Abstract Factory,abstract-factory,Example of abstract factory design pattern,0,0,2023,2023,1,https://github.com/DenilsonNil/abstract-factory
Abstract Factory,abstract-factory,Design Pattern example for abstract factory,0,0,2016,2016,1,https://github.com/nicad49/abstract-factory
Abstract Factory,Abstract-Factory,Design Patterns - Creational Patterns - Abstract Factory,0,0,2023,2023,1,https://github.com/rogeriorex/Abstract-Factory
Abstract Factory,abstract-factory,implements abstract factory method design pattern,0,0,2024,2024,1,https://github.com/simin-motamedi/abstract-factory
Abstract Factory,Abstract-Factory,Aplicando o design pattern - Abstract Factory,0,0,2023,2023,1,https://github.com/diegomaustem/Abstract-Factory
Abstract Factory,abstract-factory,Abstract factory design pattern in PHP,0,0,2020,2020,1,https://github.com/sina-developer/abstract-factory
Abstract Factory,Abstract-Factory,Implement abstract design pattern using java ,0,0,2023,2023,1,https://github.com/Design-Patterns-Mohammad-Soukar/Abstract-Factory
Abstract Factory,AbstractFactoryDesignPattern,Implementing Abstract Factory Design Pattern in C# console application,0,0,2022,2022,0,https://github.com/imtiajahammad/AbstractFactoryDesignPattern
Abstract Factory,AbstractFactory_WindowsOrMacOS,Simple project that implements abstract factory design pattern.,0,0,2020,2020,1,https://github.com/uros-veljkovic/AbstractFactory_WindowsOrMacOS
Abstract Factory,.NET.DesignPatterns.AbstractFactory,,0,0,2019,2020,1,https://github.com/dmitry-zhbankov/.NET.DesignPatterns.AbstractFactory
Abstract Factory,02-designPatterns-AbstractFactory,,0,0,2024,2024,1,https://github.com/cristianps1988/02-designPatterns-AbstractFactory
Abstract Factory,AbstractFactory-DesignPatternsSeries,"This repository is part of the Design Pattern Series, orchestrated by Professor Alexandre Bittencourt. Our goal is to develop a mini-project based on each design pattern covered in our curriculum.",0,0,2024,2024,1,https://github.com/NicoleCarvalh/AbstractFactory-DesignPatternsSeries
Abstract Factory,AbstractFactoryPattern-DesignPatterns,,0,0,2024,2024,1,https://github.com/FullstackEsther/AbstractFactoryPattern-DesignPatterns
Abstract Factory,C--DesignPatterns-AbstractFactory,"Simple application demonstrating the ""Abstract Factory"" design pattern in C#",0,1,2014,2014,1,https://github.com/diamonddelt/C--DesignPatterns-AbstractFactory
Abstract Factory,DesignPatterns-Cre-AbstractFactory,,0,0,2015,2015,0,https://github.com/msc-astec/DesignPatterns-Cre-AbstractFactory
Abstract Factory,DesignPatterns-Creational-AbstractFactory,,0,0,2021,2021,1,https://github.com/bethovenacha/DesignPatterns-Creational-AbstractFactory
Abstract Factory,DesingP_Abstract_Factory,Implementation de Design Pattern AbstractFactory,0,0,2023,2023,1,https://github.com/Toudherth/DesingP_Abstract_Factory
Abstract Factory,AbstractFactoryPatternSample,Sample implementation of the Abstract Factory Design Pattern in C#,0,0,2020,2024,0,https://github.com/iuriimoroz/AbstractFactoryPatternSample
Abstract Factory,Abstract-Factory,php design pattern Abstract Factory Implementation with psr-2 autoloading and singleton design pattern for database initiation,0,0,2021,2021,1,https://github.com/githubmohammadrepo/Abstract-Factory
Abstract Factory,Simple-Example-For-AbstractFactory-DesignPattern,simple way to understand abstract factory design pattern,0,0,2017,2017,1,https://github.com/manikandan103222/Simple-Example-For-AbstractFactory-DesignPattern
Abstract Factory,DesignPatterns-AbstractFactoryExample,,0,0,2018,2018,1,https://github.com/ishara-jay/DesignPatterns-AbstractFactoryExample
Abstract Factory,DesignPatterns-Creational-AbstractFactory,,0,0,2023,2023,1,https://github.com/poula-atef/DesignPatterns-Creational-AbstractFactory
Abstract Factory,AbstractFactoryTWO,A more complex exercise to practice the Abstract Factory design pattern.,0,0,2019,2019,1,https://github.com/fundaments-of-software-development/AbstractFactoryTWO
Abstract Factory,Abstract-Factory-Method,One of the Creational Design Patterns,0,0,2019,2019,1,https://github.com/mukeshkrr/Abstract-Factory-Method
Abstract Factory,PizzaAbstractFactory,Abstract Factory Design Pattern - implementation/practice,0,0,2017,2018,1,https://github.com/bwielk/PizzaAbstractFactory
Abstract Factory,abstract-factory-pattern,Implementation by Java Script (Design Pattern),0,0,2023,2023,1,https://github.com/zohreh-moazezi/abstract-factory-pattern
Abstract Factory,abstract-factory,Example demonstrating the Abstract Factory Design Pattern,0,0,2020,2020,1,https://github.com/minibuildsio/abstract-factory
Abstract Factory,abstract-factory,Abstract Factory Design Pattern Implementation in php,0,0,2018,2018,0,https://github.com/aascc/abstract-factory
Abstract Factory,AbstractFactory-Encryption,An implementation of three encryption algorithms on Abstract Factory design pattern.,0,0,2021,2021,1,https://github.com/DevTurgay/AbstractFactory-Encryption
Abstract Factory,Java-EE-abstractFactoryModelEg,"A design pattern, Abstract Factory Pattern, implemented in Java.",0,0,2016,2016,1,https://github.com/shashikhanal/Java-EE-abstractFactoryModelEg
Abstract Factory,Design-patterns-,Abstract factory,0,0,2018,2018,0,https://github.com/LeTranThuan/Design-patterns-
Abstract Factory,AbstractFactoryMethodExample,"An example of ""Abstract Factory method"" design pattern implemented in Java",0,0,2023,2023,1,https://github.com/vladdubceac/AbstractFactoryMethodExample
Abstract Factory,DesignPatternsWithEo-AbstractFactory,"Implementation of ""Abstract Factory"" pattern with Eo (EFL Object system)",0,0,2017,2018,1,https://github.com/conr2d/DesignPatternsWithEo-AbstractFactory
Abstract Factory,AbstractFactoryPattern,This Java project provides a working example of the AbstractFactory design pattern.,0,0,2015,2015,1,https://github.com/LikeLikeAteMyShield/AbstractFactoryPattern
Abstract Factory,Simon8029.DesignPatterns.AbstractFactory,,0,0,2017,2017,1,https://github.com/PlumpMath/Simon8029.DesignPatterns.AbstractFactory
Abstract Factory,Factory-AbstractFactoryDesignPatternSimpleDemo,apply factory design pattern to simple game comand line,0,0,2017,2017,0,https://github.com/AbdullahAyman/Factory-AbstractFactoryDesignPatternSimpleDemo
Abstract Factory,Java_Builder_Pattern,Design Pattern in Java -> Creational Design Pattern ->Abstract Factory Pattern,0,0,2021,2021,0,https://github.com/TechnoJunior/Java_Builder_Pattern
Abstract Factory,AbstractFactoryPattern,"Simple study case of Factory Pattern, related to Design Patterns in java",0,0,2016,2016,1,https://github.com/mvalho/AbstractFactoryPattern
Abstract Factory,AbstractFactoryDemo,A simple illustration of the AbstractFactory Design Pattern in Kotlin and Java,0,0,2022,2022,1,https://github.com/ericdiazcodes/AbstractFactoryDemo
Abstract Factory,dpcreate-afactory_dafanasyev,Creational DESIGN PATTERNS: Abstract Factory( Toolkit ),0,0,2022,2022,1,https://github.com/mslobodyanyuk/dpcreate-afactory_dafanasyev
Abstract Factory,Design_Patterns_Abstract_Factory,C# Design Patterns | Abstract Factory Example,0,0,2017,2018,1,https://github.com/TaharLOUKIL/Design_Patterns_Abstract_Factory
Abstract Factory,Jungle-animal-sound,"Design patterns, Abstract factory, factory method",0,0,2022,2022,1,https://github.com/gupta1dinesh/Jungle-animal-sound
Abstract Factory,Abstract_Factory_DesignPattern,Abstract Factory Design Pattern in Java,0,0,2024,2024,1,https://github.com/NikleshFernando/Abstract_Factory_DesignPattern
Abstract Factory,SETema5,Repository demonstrating Abstract Factory design pattern,0,0,2014,2014,1,https://github.com/geoiordache/SETema5
Abstract Factory,abstractFactoryPattern,"Software Architecture and Design Patterns | University of Michigan-Dearborn | Dearborn, MI | 2019",0,0,2019,2019,1,https://github.com/rabyjaycie14/abstractFactoryPattern
Abstract Factory,CaffeFactory,Realization of Abstract Factory Design Pattern,0,0,2020,2020,1,https://github.com/ivankapop/CaffeFactory
Abstract Factory,abstact_factory,Implémentation du design pattern abstract factory ,0,0,2023,2023,1,https://github.com/DavePhil/abstact_factory
Abstract Factory,SingletonAbstaractDesignPattern,Singleton and Abstract Factory Design Pattern,0,0,2019,2019,0,https://github.com/nikhilpai007/SingletonAbstaractDesignPattern
Abstract Factory,swe-incompleto,"Design Patterns Observer, Abstract Factory, Strategy",0,0,2024,2024,1,https://github.com/polynomialspac3/swe-incompleto
Abstract Factory,abstract-factory-pattern-in-php,Abstract Factory design pattern in php,0,0,2021,2021,1,https://github.com/AhmedHelalAhmed/abstract-factory-pattern-in-php
Abstract Factory,creational-pattern,Xây dựng design pattern Abstract Factory,0,0,2022,2022,1,https://github.com/datngo1012/creational-pattern
Abstract Factory,abstract-factory-pattern,Implementation of Abstract Factory Creational Design Pattern ,0,0,2023,2024,1,https://github.com/KirillLukyanov2000/abstract-factory-pattern
Abstract Factory,abstract-factory-method,A project to implement Java Design Pattern,0,0,2022,2022,1,https://github.com/hamza21-code/abstract-factory-method
Abstract Factory,abstract_factory,To learn Abstract Factory design pattern in Java.,0,0,2025,2025,1,https://github.com/pumbatimon473/abstract_factory
Abstract Factory,Abstract_Factory_Pattern,"C++, Software design pattern: Abstract factory pattern",0,0,2020,2020,3,https://github.com/MarcJimenez99/Abstract_Factory_Pattern
Abstract Factory,abstract_factory_pattern,TypeScript Implementation of Abstract Factory Design Pattern,0,0,2021,2022,2,https://github.com/asiancoderyoda/abstract_factory_pattern
Abstract Factory,Abstract-Factory-Demo,Demo code for Abstract Factory Design Pattern,0,0,2024,2024,1,https://github.com/LeThanhPhongWork/Abstract-Factory-Demo
Abstract Factory,abstract-factory,Simple project demonstrating the abstract factory design pattern.,0,0,2021,2022,1,https://github.com/Piazzi/abstract-factory
Abstract Factory,designPatterns,Quiz about abstract factory pattern,0,0,2020,2020,1,https://github.com/KaterineMoon/designPatterns
Abstract Factory,Abstract-Factory-Pattern,Abstract Factory Design Pattern Implementation by Java.,0,0,2020,2020,1,https://github.com/Mamun-Al-Babu-Shikder/Abstract-Factory-Pattern
Abstract Factory,AbstractFactory-DP-Practice,"A simple implementation for ""drawing"" shapes under the Abstract Factory design pattern",0,0,2022,2022,1,https://github.com/odedAtias/AbstractFactory-DP-Practice
Abstract Factory,3-2-DesignPatterns-CustomerMailAbstractFactory,"Design Patterns in Object-Oriented Programming Fourth Tasks ""Abstract Factory Design Pattern""",0,0,2024,2024,1,https://github.com/mamaminikit/3-2-DesignPatterns-CustomerMailAbstractFactory
Abstract Factory,AbstractFactory,Montadora de carros que faz uso do padrão de projeto (design patterns) Abstract Factory.,0,0,2020,2023,1,https://github.com/Gwolner/AbstractFactory
Abstract Factory,CSharp.DesignPatterns.1.Creational.AbstractFactory,,0,0,2021,2021,1,https://github.com/oscarcortez/CSharp.DesignPatterns.1.Creational.AbstractFactory
Abstract Factory,study_csharp_architecture_designPatterns_abstractFactory,,0,0,2022,2022,1,https://github.com/rsg-roberth/study_csharp_architecture_designPatterns_abstractFactory
Abstract Factory,KWIC-DesignPatterns,Version 1-Abstract Factory Pattern,0,0,2023,2023,1,https://github.com/KishorekumarBS/KWIC-DesignPatterns
Abstract Factory,Abstract-Factory-and-Python,Using Design pattern - Abstract Factory in Python,0,0,2021,2021,1,https://github.com/Marcelinaaaa/Abstract-Factory-and-Python
Abstract Factory,Abstract-Factory-Design-Pattern,Project Example for Abstract Factory Design Pattern,0,0,2022,2022,2,https://github.com/christopher-canenguez/Abstract-Factory-Design-Pattern
Abstract Factory,VR-hardware-abstract-factory,Sample program demonstrating abstract factory design pattern,0,0,2018,2018,0,https://github.com/shad0w-13/VR-hardware-abstract-factory
Abstract Factory,Abstract-Factory-Design-Pattern,Example of using Abstract Factory design pattern,0,0,2019,2019,1,https://github.com/Gayane05/Abstract-Factory-Design-Pattern
Abstract Factory,design-patterns-abstract-factory,POC of a Design Patterns Abstract Factory,0,0,2020,2020,0,https://github.com/guilhermerm-dev/design-patterns-abstract-factory
Abstract Factory,abstract-factory,example of design pattern called abstract factory in typescript,0,0,2021,2022,1,https://github.com/andonary/abstract-factory
Abstract Factory,go_abstract_factory,Example of Abstract Factory design pattern in Go,0,0,2021,2021,1,https://github.com/nicanor-romero/go_abstract_factory
Abstract Factory,AbstractFactoryCSharp,A simple example of how to implement the Abstract Factory design pattern in C#,0,0,2023,2023,1,https://github.com/sean-campbelltech/AbstractFactoryCSharp
Abstract Factory,abstract_factory_example,Simple example of the Abstract Factory design pattern.,0,0,2021,2021,1,https://github.com/pestanadiego/abstract_factory_example
Abstract Factory,AbstractFactoryDesignPattern,This repository shows how to implement Abstract Factory Design Pattern in Spring Boot.,0,0,2020,2020,1,https://github.com/AnkitShah09/AbstractFactoryDesignPattern
Abstract Factory,abstract-factory-api,Api with abstract factory design pattern in node. ,0,0,2023,2023,1,https://github.com/Leotosta/abstract-factory-api
Abstract Factory,Design-Patterns-AbstractFactory,,0,0,2019,2019,1,https://github.com/IamMartinPeek/Design-Patterns-AbstractFactory
Abstract Factory,Design_patterns-AbstractFactory,,0,0,2022,2022,1,https://github.com/LJR001/Design_patterns-AbstractFactory
Abstract Factory,AbstractFactory,An implementation of the Abstract Factory Design Pattern in C++ (includes both Factory Method & Prototype implementations),0,0,2012,2014,1,https://github.com/abrahamkoshy/AbstractFactory
Abstract Factory,DesignPatterns_GoF_Creational_AbstractFactory_Hangman,,0,0,2017,2021,1,https://github.com/PDSW-ECI/DesignPatterns_GoF_Creational_AbstractFactory_Hangman
Abstract Factory,php-design-patterns-abstract-factory,PHP Design Patterns - Abstract Factory Pattern Sample,0,0,2018,2019,1,https://github.com/rito328/php-design-patterns-abstract-factory
Abstract Factory,Abstract-Factory-Design-Pattern-Example,Java exmaple illustrating Abstract Factory Design Pattern,0,0,2020,2020,1,https://github.com/onkar-sopho/Abstract-Factory-Design-Pattern-Example
Abstract Factory,week2-Assignment-Abstract-Factory,Abstract Factory Design Pattern on Light Bulb,0,0,2021,2021,1,https://github.com/Mykhan12/week2-Assignment-Abstract-Factory
Abstract Factory,Abstract_Factory,Example of the Creational design pattern Abstract Factory in Java.,0,0,2016,2016,1,https://github.com/levyoav/Abstract_Factory
Abstract Factory,Abstract-Factory,Abstract Factory is a type of design pattern in java,0,0,2017,2017,1,https://github.com/abinj/Abstract-Factory
Abstract Factory,design-pattern-abstract-factory,Short example of the design pattern abstract factory,0,0,2021,2021,1,https://github.com/seism0saurus/design-pattern-abstract-factory
Abstract Factory,MarioMakerAbstractFactory,An example of the Abstract Factory design pattern.,0,0,2023,2023,1,https://github.com/emacabrera/MarioMakerAbstractFactory
Abstract Factory,abstract-factory-design-pattern,Example implementation of the abstract factory design pattern.,0,0,2023,2023,1,https://github.com/Patrick448/abstract-factory-design-pattern
Abstract Factory,dragonHeroBattle,Developed with java. Abstract Factory design pattern. ,0,0,2023,2023,1,https://github.com/eylulozatman/dragonHeroBattle
Abstract Factory,abstractfactory,Abstract Factory design pattern example in java,0,0,2025,2025,1,https://github.com/nahidibrahimov/abstractfactory
Abstract Factory,GameCharacters,Test case for Abstract Factory design pattern,0,0,2024,2024,1,https://github.com/Sbedoyab99/GameCharacters
Abstract Factory,ApplePie,Simple implementation of Abstract Factory design pattern.,0,0,2016,2016,1,https://github.com/HonzoBonzo/ApplePie
Abstract Factory,design-pattern-demo,Abstract Factory & Template Method Design Pattern Demo,0,0,2022,2022,1,https://github.com/thinhlh/design-pattern-demo
Abstract Factory,Abstract-FactoryNG2023,Our Abstract-Factory design pattern for Java example,0,0,2023,2024,2,https://github.com/Naythen/Abstract-FactoryNG2023
Abstract Factory,Abstract-factory,Representing the abstract factory design pattern with dishes and chefs.,0,0,2020,2020,1,https://github.com/PatakiKrisztina/Abstract-factory
Abstract Factory,abstract-factory-design-pattern,Abstract Factory Design Pattern in .NET CORE C#,0,0,2018,2018,1,https://github.com/JangirSumit/abstract-factory-design-pattern
Abstract Factory,DESIGN_PATTERN_Abstract_Factory,Source code demo cho Design Pattern Abstract Factory,0,0,2020,2020,1,https://github.com/mirushi/DESIGN_PATTERN_Abstract_Factory
Abstract Factory,pattern-abstract-factory,Projeto em Java aplicando o Design Pattern Abastract Factory,0,0,2021,2021,1,https://github.com/vanessacardoso/pattern-abstract-factory
Abstract Factory,GameEngLab1,"Abstract Factory, Bridge and Proxy design patterns.",0,0,2019,2019,1,https://github.com/dionb112/GameEngLab1
Abstract Factory,abstract-fatory-design-pattern,Abstract Factory design pattern implementation in Java,0,0,2024,2024,1,https://github.com/williamfisher9/abstract-fatory-design-pattern
Abstract Factory,DPAF,Projeto Teste usando Design Patterns – Abstract Factory,0,0,2020,2020,1,https://github.com/fabinhoizzy/DPAF
Abstract Factory,factory-abstract-java,Abstract factory design pattern implementation in Java,0,0,2023,2024,1,https://github.com/xaviertrz/factory-abstract-java
Abstract Factory,abstract-factory-design-pattern,Example code for the abstract factory design pattern,0,0,2022,2022,1,https://github.com/bit-sahti/abstract-factory-design-pattern
Abstract Factory,Design_Pattern,"Creational design patterns: Abstract Factory, Prototype, Builder",0,0,2021,2021,1,https://github.com/AnnDv/Design_Pattern
Abstract Factory,Factory, Design Pattern Factory & Abstract Factory - Example (Java),0,0,2021,2021,1,https://github.com/samehsboui/Factory
Abstract Factory,Abstract-Factory-Design-Pattern-Using-Java,Abstract Factory Design Pattern implented using JAVA ,0,0,2021,2021,1,https://github.com/mainulBUBT/Abstract-Factory-Design-Pattern-Using-Java
Abstract Factory,CS665Assign3,"Design Patterns, SimpleFactory, Abstract Factory, Director, Builder ",0,0,2024,2024,1,https://github.com/jimmyjazz31/CS665Assign3
Abstract Factory,Abstract-Factory,demonstration of a abstract factory design pattern that I took from the https://github.com/iluwatar/java-design-patterns.git repository for educational purpose,0,0,2024,2024,1,https://github.com/na1tto/Abstract-Factory
Abstract Factory,Pizzeria-Abstract-Factory,"Simple program to implement the ""Abstract Factory"" Design Pattern!",0,0,2020,2020,1,https://github.com/multible/Pizzeria-Abstract-Factory
Abstract Factory,abstract_factory_python,An example of abstract factory design pattern in Python,0,0,2021,2021,1,https://github.com/victorhtorres/abstract_factory_python
Abstract Factory,Abstract-Factory-Design-Pattern," This project is an example implementation of the abstract factory design pattern, which is one of the creational design patterns.",0,0,2024,2024,1,https://github.com/AlperTurhann/Abstract-Factory-Design-Pattern
Abstract Factory,abstract-factory-design-pattern,A basic implementation of Abstract Factory Design Pattern,0,0,2018,2019,1,https://github.com/OkanUzun/abstract-factory-design-pattern
Abstract Factory,DesignPatterns-Abstract_Factory,,0,0,2018,2018,0,https://github.com/alansparrow/DesignPatterns-Abstract_Factory
Abstract Factory,DesignPatternsAbstractFactory,,0,0,2020,2020,1,https://github.com/juvetus/DesignPatternsAbstractFactory
Abstract Factory,DesignPatterns_Abstract-Factory,,0,0,2024,2024,1,https://github.com/claudiovdev/DesignPatterns_Abstract-Factory
Abstract Factory,designPatterns,"Exercise: Abstract Factory, Builder, Singleton, Decorator, Facade",0,0,2019,2019,1,https://github.com/alexandrakurek/designPatterns
Abstract Factory,design-patterns,Abstract Factory & Factory method,0,0,2023,2024,1,https://github.com/adfcf/design-patterns
Abstract Factory,design-patterns,Desgin Pattern Abstract Factory,0,0,2024,2024,1,https://github.com/Enzo3322/design-patterns
Abstract Factory,Abstract-Factory,This project is my implementation of the Abstract Factory design pattern.,0,0,2023,2023,1,https://github.com/dawidk09/Abstract-Factory
Abstract Factory,MusicConcertAbstractFactory,Brief and funny study of Abstract Factory Design Pattern,0,0,2020,2020,0,https://github.com/francardoso93/MusicConcertAbstractFactory
Abstract Factory,abstract-factory-design-pattern,Abstract Factory design pattern code - from Derek Banas tutorial,0,0,2023,2023,1,https://github.com/uberkautilya/abstract-factory-design-pattern
Abstract Factory,Abstract-Factory-Pattern,A small example that demonstrates the Abstract Factory design pattern.,0,0,2024,2024,2,https://github.com/tanis36/Abstract-Factory-Pattern
Abstract Factory,Abstract-Factory-Pattern,Abstract Factory Pattern method on C# for design patterns class,0,0,2023,2023,1,https://github.com/HectorLN/Abstract-Factory-Pattern
Abstract Factory,DESIGN_PATTERN_ABSTRACT_FACTORY,LEARNING THE DESIGN PATTERN ABSTRACT FACTORY WITH JAVA CORE ,0,0,2021,2021,1,https://github.com/EdgarEmmanuel/DESIGN_PATTERN_ABSTRACT_FACTORY
Abstract Factory,DesignPatternsCpp,"Composite, Builder, Abstract Factory, Visitor, Prototype Patterns",0,1,2014,2015,0,https://github.com/paumayr/DesignPatternsCpp
Abstract Factory,Abstract-Factory-Pattern,This repo is considered for practising Abstract Factory design pattern,0,0,2024,2024,1,https://github.com/AyanMagerramli/Abstract-Factory-Pattern
Abstract Factory,DesignPatterns,"SOLID, Factory, Abstract Factory design patterns and more!",0,0,2022,2022,1,https://github.com/CostasCF/DesignPatterns
Abstract Factory,AbstractFactoryPatternImplementation,"An implementation of Abstract Factory design pattern, using an example of : sourcemaking.com (Ember and Enginola CPU).",0,0,2018,2018,1,https://github.com/SihemBouhenniche/AbstractFactoryPatternImplementation
Abstract Factory,Abstract-Factory,This is a little garden maker made with abstract factory design pattern.,0,0,2020,2020,2,https://github.com/TrueMohsen/Abstract-Factory
Abstract Factory,car-tuning-abstract-factory-pattern-example,C# - Car tuning abstract factory design pattern example,0,0,2023,2023,1,https://github.com/flcristian/car-tuning-abstract-factory-pattern-example
Abstract Factory,Abstract_Factory_Pattern,https://iamrezwan.com/design-pattern-series-part-2-abstract-factory-pattern,0,0,2018,2018,1,https://github.com/iamrezwan/Abstract_Factory_Pattern
Abstract Factory,abstract-factory-pattern,The implementation of Abstract Factory design pattern in example of widgets.,0,0,2020,2020,1,https://github.com/gevorgmelkumyan/abstract-factory-pattern
Abstract Factory,csharp-abstract-factory,https://www.pluralsight.com/courses/c-sharp-design-patterns-factory-abstract,0,0,2021,2021,1,https://github.com/muhamedkarajic/csharp-abstract-factory
Abstract Factory,abstract-factory-pattern-example-cpp,Simple example of Abstract Factory Design Pattern in C++,0,0,2019,2019,1,https://github.com/grzegorz-grzeda/abstract-factory-pattern-example-cpp
Abstract Factory,abstract-factory,"This is a design pattern study, focused on the Abstract Factory pattern.",0,0,2025,2025,1,https://github.com/allrox/abstract-factory
Abstract Factory,AbstractFactory_Java,This is an example of the implementation of a design pattern Abstract Factory on the programing language Java.☕,0,0,2019,2022,1,https://github.com/victorolave/AbstractFactory_Java
Abstract Factory,abstract-factory-pattern-js,Example of implementing the Abstract Factory Design Pattern in Javascript,0,0,2021,2021,1,https://github.com/marceloribeirosilva/abstract-factory-pattern-js
Abstract Factory,ScalaAbstractFactory,For educational purposes only. Implementation of Abstract Factory Creational Design Pattern,0,0,2024,2024,1,https://github.com/admiral2k/ScalaAbstractFactory
Abstract Factory,Abstract-Factory-Design-Pattern,A project for explain and implement Abstract Factory Design Pattern,0,0,2021,2021,1,https://github.com/Fatihprlg/Abstract-Factory-Design-Pattern
Abstract Factory,DesignPatterns_abstract_factory_pattern,,0,0,2021,2021,1,https://github.com/optimusnguyen/DesignPatterns_abstract_factory_pattern
Abstract Factory,CoursPOOM1,"TD 2 sur les design Pattern, abstract factory",0,0,2015,2015,1,https://github.com/aud04/CoursPOOM1
Abstract Factory,design_lab5,"Scool work, implementation of abstract factory design pattern",0,0,2015,2015,1,https://github.com/DavidNr2/design_lab5
Abstract Factory,BurgerFactory,An example project for Abstract Factory Design Pattern ,0,0,2019,2019,1,https://github.com/MerveYenice/BurgerFactory
Abstract Factory,design-patterns-abstract-factory,Abstract Factory Pattern Sample. ,0,0,2022,2022,1,https://github.com/rockcor0/design-patterns-abstract-factory
Abstract Factory,Evaluation,A java program using Abstract Factory Design Pattern ,0,0,2023,2023,1,https://github.com/monicavaruicu/Evaluation
Abstract Factory,ProjFinalPP,Projeto para exemplificar o Design Pattern Abstract Factory.,0,0,2023,2023,1,https://github.com/Helcius/ProjFinalPP
Abstract Factory,CSCI-2020U-Assignment-1,Game to demonstrate the abstract factory design pattern.,0,0,2022,2022,1,https://github.com/mitchnolte/CSCI-2020U-Assignment-1
Abstract Factory,JavaScript-Design-Patterns,"All Design Patterns with example code - ProtoType Design Pattern, Class design pattern, singleton design pattern, callbacks, factory design pattern, Abstract Factory Design pattern, mixin, modules, design pattern, Modules, Design Pattern",0,0,2019,2019,1,https://github.com/amirkhan064/JavaScript-Design-Patterns
Abstract Factory,Juice_Factory,An example of the Abstract Factory design pattern,0,0,2013,2013,1,https://github.com/randomducks/Juice_Factory
Abstract Factory,exp4,Examples of design patterns: Abstract Factory and Prototype,0,0,2021,2021,2,https://github.com/selab-1400-01/exp4
Abstract Factory,php-abstractfactory-pattern,Implementation of Abstract Factory design pattern with PHP,0,0,2016,2016,1,https://github.com/filipeforattini/php-abstractfactory-pattern
Abstract Factory,Design-Pattern,Projet en design pattern sur les abstract factory,0,0,2017,2017,1,https://github.com/Matthew7526/Design-Pattern
Abstract Factory,Design-patterns-for-dummies,Implementation of common software design patterns <<abstract:factory:>,0,0,2017,2017,2,https://github.com/darvid7/Design-patterns-for-dummies
Abstract Factory,FactoriesPatterns,Abstract Factory and Factory Method Creational Design Patterns,0,0,2018,2019,1,https://github.com/KarimM7mad/FactoriesPatterns
Abstract Factory,Creative-Assignment,Design Patterns Creative Assignment On Abstract Factory Method,0,0,2022,2022,1,https://github.com/SwatiShekokar/Creative-Assignment
Abstract Factory,face-detection,javafx + opencv  + abstract factory design pattern = face detector,0,0,2016,2016,1,https://github.com/robertgyori/face-detection
Abstract Factory,factoryDesignPatterns,Demos for factory and abstract factory design patterns,0,0,2014,2014,1,https://github.com/swollenBrains/factoryDesignPatterns
Abstract Factory,Fabryka-abstrakcyjna-,https://refactoring.guru/pl/design-patterns/abstract-factory,0,0,2023,2023,0,https://github.com/SKP-JAVA-lato-2022/Fabryka-abstrakcyjna-
Abstract Factory,product-creator,Example how to use Design Patterns Abstract Factory,0,0,2023,2023,1,https://github.com/gomeschristopher/product-creator
Abstract Factory,AbstractFactoryPattern,Abstract Factory is a creational design pattern that lets you produce families of related objects without specifying their concrete classes.,0,0,2021,2024,1,https://github.com/Iwantmorebugs/AbstractFactoryPattern
